image_path,text,item_ID,product_id
images/63882779_0.jpg,green and purple flowered dress. the dress has a loose fit and features a long sleeve design. the dress is made of a flowered fabric and has a loose fit.,63882779_0,63882779
images/64545103_0.jpg,"floral dress with a belt around the waist. the dress is made of a material that is not specified, but it is likely a type of fabric. the dress has a floral print with a mix of colors including green, red, orange, and yellow. the belt is made of a different material, possibly leather, and it is brown in color. the dress is a sleeveless design with a v-neckline.",64545103_0,64545103
images/65085205_0.jpg,black dress.,65085205_0,65085205
images/65314835_0.jpg,white dress. the dress is made of a lightweight material and has a v-neckline. the dress is sleeveless and has a simple design.,65314835_0,65314835
images/65574832_0.jpg,black dress.,65574832_0,65574832
images/65587182_0.jpg,"polka dot dress with a ruffled bottom. the dress is black and white and has a tiered design. the dress is short-sleeved and has a fitted bodice with a flared skirt. the polka dots are small and white, and the dress has a loose, flowy fit.",65587182_0,65587182
images/65670045_0.jpg,brown dress with a v-neckline and long sleeves. the dress is made of a shiny material and has a loose fit. the dress is a size medium and is being modeled by a woman.,65670045_0,65670045
images/65738159_0.jpg,"woman wearing a short, lacy, champagne colored dress. the dress has a v-neckline and a fitted bodice, with a flowing skirt. the dress is made of a shiny, metallic fabric, and the woman is wearing a pair of black heels.",65738159_0,65738159
images/66046099_0.jpg,black leather dress. the dress has a v-neckline and a sleeveless design. it is a short dress that ends at the knee. the dress is made of leather and has a shiny finish. the dress is styled with a belt that is tied around the waist. the dress is a modern and fashionable piece of clothing.,66046099_0,66046099
images/66179572_0.jpg,"black t-shirt with a white star on it. the t-shirt has the words ""converse all star"" written on it in white letters. the t-shirt is made of a soft material and has a relaxed fit.",66179572_0,66179572
images/66288074_0.jpg,black dress with a short sleeve and a round neckline. the dress has a flared shape and is made of a stretchy material. the dress is a simple yet elegant piece of clothing that can be worn for various occasions.,66288074_0,66288074
images/66688447_0.jpg,"striped short sleeve dress with a collar. the stripes are in black, white, and yellow colors. the dress has a loose fit and is made of a lightweight material.",66688447_0,66688447
images/67196903_0.jpg,blue denim dress with a drawstring waist and front pockets. the dress has a button-down collar and a front button. the dress is long-sleeved and has a loose fit.,67196903_0,67196903
images/67483658_0.jpg,blue denim dress with a front pocket and a belt. the dress has a loose fit and is made of denim material. the belt is brown in color and is made of leather. the dress is long-sleeved and has a collar. the dress is styled with a front pocket and a button closure.,67483658_0,67483658
images/67938089_0.jpg,black and white dress with a zigzag pattern. the dress has a fitted bodice and a flared skirt. the zigzag pattern is created by black and white lines that run vertically and horizontally across the dress. the dress is styled in a modern fashion style and is made of a material that appears to be a stretchy knit fabric.,67938089_0,67938089
images/67968131_0.jpg,black tank top.,67968131_0,67968131
images/67971081_0.jpg,"dress with a floral print. the dress is made of a flowing material and has a loose fit. the dress is knee-length and has a v-neckline. the floral print consists of various colors, including pink, yellow, and green. the dress is worn by a woman who is standing and smiling.",67971081_0,67971081
images/67980537_0.jpg,grey and white dress with a black and white print. the dress has a sleeveless design and a fitted bodice with a flared skirt. the dress is made of a stretchy material and has a zipper closure on the back.,67980537_0,67980537
images/67980568_0.jpg,"dress. the dress is a multicolored print with a v-neckline and a wrap-around style. the dress is made of a stretchy material and has a flowy, loose fit. the colors of the dress are primarily red, black, and brown. the dress is a size medium and is being modeled by a woman.",67980568_0,67980568
images/67981504_0.jpg,blue and black floral print short sleeve shirt with a front button placket and a front pocket.,67981504_0,67981504
images/68050132_0.jpg,blue and black dress with a floral pattern. the dress has a v-neckline and a back zipper closure. the dress is made of a stretchy material and has a fitted silhouette. the floral pattern consists of green leaves and flowers on a black background.,68050132_0,68050132
images/68096302_0.jpg,light blue dress with a fitted bodice and a pleated skirt. the dress has a v-neckline and a back zipper closure.,68096302_0,68096302
images/68096336_0.jpg,black dress with silver dots on it. the dress has a short sleeve and a silver zipper on the back. the dress is made of a shiny material and has a fashionable style.,68096336_0,68096336
images/68096352_0.jpg,blue lace dress with a boat neckline and a fitted bodice. the dress has a full skirt and is suitable for a formal occasion.,68096352_0,68096352
images/68401635_0.jpg,black shirt with a loose fit and a collar. the shirt has a button on the collar and a pocket on the front. the shirt is made of a loose material and has a long sleeve.,68401635_0,68401635
images/68404265_0.jpg,black and white dress with a skull and crossbones pattern. the dress is made of a stretchy material and has a short sleeve design.,68404265_0,68404265
images/68405092_0.jpg,"striped dress with long sleeves and a boat neckline. the stripes are black and grey, and the dress is made of a soft, stretchy material. the dress is a loose fit and has a relaxed, casual style.",68405092_0,68405092
images/68470148_0.jpg,black and white dress with a v-neckline and a loose fit. the dress is made of a textured fabric and has a sleeveless design. the dress is styled with a black and white print and features a black belt at the waist.,68470148_0,68470148
images/68508557_0.jpg,"black shirt dress. the dress is made of a cotton material and has a loose fit. it features a collar, short sleeves, and a rounded hemline. the dress is styled in a simple and elegant manner, making it a versatile piece for any wardrobe.",68508557_0,68508557
images/68576334_0.jpg,blue and black striped dress. the dress is made of a shiny material and has a v-neckline. the dress is fitted at the top and flares out at the bottom.,68576334_0,68576334
images/68583686_0.jpg,blue t-shirt.,68583686_0,68583686
images/68605068_0.jpg,dark blue dress with a boat neckline and a zipper closure on the back. the dress is made of a stretchy material and has a loose fit.,68605068_0,68605068
images/68845762_0.jpg,blue dress with a short sleeve and a neckline that is a little lower than a regular neckline. the dress is made of a shiny material and has a silver zipper on the back.,68845762_0,68845762
images/68878299_0.jpg,blue floral dress with a wrap style. the dress has a v-neckline and a wrap style that is tied in the front. the dress is made of a lightweight material and has a flowy fit. the floral pattern consists of blue flowers with green leaves.,68878299_0,68878299
images/68908336_1.jpg,"yellow and green dress with a chevron pattern. the dress has a short sleeve and a v-neckline. the colors are yellow, green, and black.",68908336_1,68908336
images/69273569_0.jpg,blue floral dress with a v-neckline and short sleeves. the dress has a fitted bodice and a full skirt with a floral print. the dress is suitable for a young girl and is made of a lightweight material.,69273569_0,69273569
images/69323794_0.jpg,striped dress with a black and white color scheme. the dress has a round neckline and short sleeves. the stripes are vertical and the dress has a loose fit.,69323794_0,69323794
images/69338199_0.jpg,black and brown animal print dress with a v-neckline and a flowy silhouette. the dress has a black and white leopard print with a brown trim on the neckline and a black and brown leopard print on the bottom. the dress is sleeveless and has a flowy skirt with a slit on the side.,69338199_0,69338199
images/69398853_0.jpg,black and white dress with a v-neckline and a pattern of zigzag lines. the dress is made of a stretchy material and has a flowy fit.,69398853_0,69398853
images/69430733_0.jpg,white dress with a ruched skirt. the dress is made of a stretchy material and has a v-neckline. the dress is maternity wear and is designed to accommodate a growing belly.,69430733_0,69430733
images/70199135_0.jpg,black and white dress with a floral print. the dress has a fitted bodice and a flowing skirt. the black and white color scheme is accented with silver and gold metallic threading. the dress is a fashionable style that is perfect for a night out.,70199135_0,70199135
images/70216268_0.jpg,"white lace dress with a v-neckline and long sleeves. the dress has a flowy and comfortable fit, perfect for a relaxed daytime look. the lace material adds a delicate touch to the dress, making it a great option for a special occasion or a casual day out.",70216268_0,70216268
images/70434403_0.jpg,black dress with a white belt. the dress has a v-neckline and a fitted bodice with a pleated skirt. the dress is made of a stretchy material and has a zipper closure on the back.,70434403_0,70434403
images/70476384_1.jpg,black and white striped shirt.,70476384_1,70476384
images/70482247_0.jpg,"striped shirt with a ruffled collar. the stripes are blue and white, and the collar is white. the shirt is worn by a woman who is also wearing a striped skirt.",70482247_0,70482247
images/70482437_0.jpg,black dress with a silver zipper. the dress has a fitted bodice and a flared skirt. the dress is sleeveless and has a round neckline. the dress is made of a stretchy material and is suitable for a formal or semi-formal occasion.,70482437_0,70482437
images/70664552_0.jpg,pink dress. the dress is made of a stretchy material and has a fitted bodice with a rounded neckline. the sleeves are long and have a ruffled edge. the dress is a solid color and has a zipper closure on the back.,70664552_0,70664552
images/70672234_0.jpg,blue dress with a boat neckline and three-quarter length sleeves. the dress is made of a stretchy material and has a fitted silhouette. the dress is suitable for a woman with a pear shape and is designed to flatter the body.,70672234_0,70672234
images/70694487_0.jpg,"blue and white dress with a pattern of blue dots on a white background. the dress has a v-neckline and three-quarter length sleeves. the dress is made of a lightweight material, possibly cotton or linen, and has a loose fit. the dress is styled in a 1960s mod fashion, with a high-waisted silhouette and a front button closure.",70694487_0,70694487
images/70897736_0.jpg,white tank top with a thin strap across the back. the tank top is made of a stretchy material and has a simple design.,70897736_0,70897736
images/70969922_0.jpg,dress. the dress is multicolored and features a floral print. it is a strapless dress with a high waist and a flowy skirt. the dress is a size small and is made of a stretchy material.,70969922_0,70969922
images/71010406_0.jpg,black and gold dress with a lace overlay. the dress has a v-neckline and a black lace overlay on the top. the dress is made of a black fabric with a gold lace overlay. the dress is a maternity dress and has a lace-up back.,71010406_0,71010406
images/71026632_0.jpg,black dress with a silver zipper. the dress has a sleeveless design and a v-neckline. the dress is made of a shiny material and has a chain link detail on the front.,71026632_0,71026632
images/71070512_0.jpg,gray maternity dress with a wrap style. the dress is made of a soft material and has short sleeves. the dress is designed to accommodate a growing belly during pregnancy.,71070512_0,71070512
images/71094340_0.jpg,black and white striped dress with a loose fit. the dress has a round neckline and short sleeves. the dress is worn with a black camisole underneath.,71094340_0,71094340
images/71119769_0.jpg,blue dress with a v-neckline and a cut-out back. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is styled in a fashionable manner and is suitable for a night out or a special occasion.,71119769_0,71119769
images/71145526_0.jpg,black dress with a mesh overlay. the dress has a sheer black mesh overlay that is sleeveless and has a deep v-neckline. the dress is a bodycon style and is made of a stretchy material. the dress is worn by a woman who is standing and is wearing a black shoe.,71145526_0,71145526
images/71246933_0.jpg,"black and blue dress with a sequin design. the dress has a black top and a blue skirt. the sequins are in different colors such as blue, black, and white. the dress is made of a shiny material and has a sleeveless design.",71246933_0,71246933
images/71350683_0.jpg,blue and white dress with a denim-like material. the dress has a square neckline and short sleeves. the dress also features a floral embroidery on the front and a drawstring waist.,71350683_0,71350683
images/71369781_0.jpg,polka dot printed shirt. the shirt is black and white in color and has a loose fit. it is a long sleeve shirt with a collar and a front button placket. the shirt is designed to be worn as a blouse and is suitable for both casual and formal occasions.,71369781_0,71369781
images/71375677_0.jpg,denim dress. the dress is blue in color and has a front pocket. the dress is short and has a mini length. the dress is worn by a woman who is wearing a white shirt underneath it.,71375677_0,71375677
images/71377349_0.jpg,black dress. the dress is made of a stretchy material and has a loose fit. it is a short dress that ends at the knee. the dress is a simple and comfortable style that can be worn for various occasions.,71377349_0,71377349
images/71390126_0.jpg,blue and green plaid shirt dress with a black belt. the dress has a button-down collar and long sleeves with button cuffs. the dress is made of a soft material and has a loose fit.,71390126_0,71390126
images/71570460_0.jpg,black tank top with a scoop neckline and a ruffled hemline. the tank top is made of a stretchy material and has a fitted silhouette.,71570460_0,71570460
images/71572105_0.jpg,beige sleeveless dress with a high neckline and a ruffled collar. the dress is made of a stretchy material and has a fitted silhouette.,71572105_0,71572105
images/71679873_0.jpg,black and blue tank top with a geometric pattern. the colors are predominantly black and blue with some green and yellow accents. the tank top has a plunging neckline and a fringe detail on the sides. it is a sleeveless design with a bandeau-style top and a high-waisted bottom. the geometric pattern consists of triangles and lines that create a unique and eye-catching design.,71679873_0,71679873
images/71683232_0.jpg,black dress. the dress is made of a shiny material and has a simple design. it is a short sleeve dress with a round neckline and a fitted silhouette.,71683232_0,71683232
images/71686627_0.jpg,white and black blouse with a black and white skirt. the blouse has a collar and a front button placket. the skirt is long and has a black and white color scheme.,71686627_0,71686627
images/71711011_0.jpg,"black and gold star print blouse with a loose fit and a round neckline. the blouse has a black background with gold stars scattered throughout. the stars are small and have a white outline. the blouse is loose fitting and has a relaxed, comfortable style.",71711011_0,71711011
images/71772148_0.jpg,"black lace dress with a crochet design. the dress has a flowy and loose fit, with a high neckline and long sleeves. the lace is delicate and intricate, with a floral pattern. the dress is a plus size style, and it is available in a variety of colors.",71772148_0,71772148
images/71800957_0.jpg,black dress.,71800957_0,71800957
images/71972204_0.jpg,white and blue floral dress with a ruffled collar and a tiered skirt. the dress has a bohemian style and is made of a lightweight material.,71972204_0,71972204
images/72084628_0.jpg,purple dress with a belt around the waist. the dress has a v-neckline and short sleeves. the dress is made of a shiny material and has a purple color.,72084628_0,72084628
images/72085956_0.jpg,blue denim dress. the dress is strapless and has a zipper in the back. the dress is knee-length and is worn by a woman.,72085956_0,72085956
images/72325326_1.jpg,white tank top with a ribbed texture. the tank top is made of a stretchy material and has a ribbed texture. it is a sleeveless top with a crew neckline and a high-low hemline. the top is a light beige color and is worn by a woman who is standing and smiling.,72325326_1,72325326
images/72325433_0.jpg,dress. the dress is made of shiny material and has a metallic finish. it is a short dress with a v-neckline and a sequin pattern. the dress is black and gold in color.,72325433_0,72325433
images/73249516_0.jpg,blue dress with a v-neckline and short sleeves. the dress is made of a flowy material and has a loose fit.,73249516_0,73249516
images/73633821_1.jpg,black tank top with a rhinestone design on the front. the tank top is made of a stretchy material and has a loose fit.,73633821_1,73633821
images/73651571_0.jpg,black dress.,73651571_0,73651571
images/73789910_0.jpg,black dress with a navy blue ruffle overlay. the dress has a halter neckline and a keyhole cutout at the back. the dress is made of a stretchy material and has a flowy fit.,73789910_0,73789910
images/73848362_0.jpg,black and silver dress. the dress has a silver metallic fabric with a black velvet fabric on the top. the dress has a plunging neckline and a fitted bodice. the skirt is pleated and has a silver metallic fabric. the dress is a sleeveless style and has a silver metallic fabric belt at the waist.,73848362_0,73848362
images/74114141_0.jpg,white bodycon dress. the dress is made of a stretchy material and has a form-fitting design. it is a sleeveless dress with a plunging neckline and a high slit on the back.,74114141_0,74114141
images/74120939_0.jpg,black dress with a gold zipper. the dress has a loose fit and features a front pocket. the dress is made of a shiny material and has a belt around the waist. the belt is gold and has a buckle. the dress is long-sleeved and has a tie at the neck.,74120939_0,74120939
images/74139258_1.jpg,wine red off-the-shoulder dress with ruffles on the neckline and three-quarter length sleeves. the dress is made of a flowy material and has a loose fit.,74139258_1,74139258
images/74173029_0.jpg,"dress with a multicolored print. the dress has a blue and green color scheme and is made of a material that appears to be silk. the dress is designed with a wrap-around style and features a halter neckline. the print on the dress is a mix of abstract shapes and lines, giving it a modern and stylish appearance.",74173029_0,74173029
images/74212876_0.jpg,"black and silver sequined dress. the dress has a black lace overlay and a silver sequin trim. the dress is a sleeveless, off-the-shoulder style with a keyhole back. the sequins are small and shiny, adding a glamorous touch to the dress.",74212876_0,74212876
images/74223539_0.jpg,black and white long sleeve top. the top is made of a stretchy material and has a loose fit. the top is designed to be worn over the head and has a cowl neckline. the top is also designed to be worn with leggings or pants.,74223539_0,74223539
images/74325684_0.jpg,white shirt with a collar. the shirt has a loose fit and is made of a lightweight material. it features a round neckline and long sleeves with a cuff. the shirt is styled in a casual fashion and is suitable for everyday wear.,74325684_0,74325684
images/74326473_0.jpg,"light blue shirt with a sheer, lacy overlay. the shirt has a collar and a button-down front. the lacy overlay is made of a light, gauzy material and is a pale blue color.",74326473_0,74326473
images/74597280_0.jpg,"black body shaper or body suit. it is made of a stretchy material and is designed to smooth out the figure. the body shaper is a one-piece garment that covers the entire body, including the arms and legs. it is a sleek and modern design that is perfect for those who want to look their best.",74597280_0,74597280
images/74622866_0.jpg,"flowing, off-the-shoulder, ruffled, floral print top. the top is made of a lightweight, flowy material and has a sheer, lace-like pattern. the top is a mix of white, blue, and grey colors, with a floral print that includes white, blue, and grey flowers. the top is a fashionable, bohemian style that is perfect for a summer outfit.",74622866_0,74622866
images/74628098_0.jpg,"beige dress with a wrap style and a belt at the waist. the dress has a v-neckline and short sleeves. the material appears to be a lightweight fabric, possibly chiffon or silk. the dress is a formal style, suitable for special occasions or events.",74628098_0,74628098
images/74653842_0.jpg,blue and white dress with a geometric pattern. the dress has a v-neckline and short sleeves. the dress is made of a lightweight material and is suitable for summer wear.,74653842_0,74653842
images/74654714_1.jpg,peach dress with ruffles on the bottom. the dress has a short sleeve and a round neckline. the dress is made of a lightweight material and has a flowy fit.,74654714_1,74654714
images/74655618_0.jpg,"black dress with a lace design on the front. the dress has a round neckline and short sleeves. the lace design is embroidered on the front of the dress and covers a significant portion of the dress. the dress is made of a lightweight material, possibly cotton or linen, and has a loose fit. the dress is styled in a bohemian fashion, with a relaxed and flowy silhouette.",74655618_0,74655618
images/74753383_0.jpg,black dress with long sleeves and a cut-out detail on the shoulder. the dress is made of a stretchy material and has a cold-shoulder design. the dress is a size medium and is worn by a woman with long hair.,74753383_0,74753383
images/74832068_0.jpg,denim dress with a white belt. the dress has a blue and white pattern with a silver buckle on the belt. the dress is long-sleeved and has a front pocket. the belt is tied around the waist and has a silver buckle. the dress is made of denim material and has a loose fit.,74832068_0,74832068
images/74942392_0.jpg,"green floral printed dress with a ruffled neckline and sleeves. the dress has a flowy and loose fit, and the floral pattern consists of small flowers in different shades of green.",74942392_0,74942392
images/74944132_0.jpg,denim dress with a zipper on the front. the dress is black in color and has a silver zipper. the dress is made of denim material and has a loose fit.,74944132_0,74944132
images/75142272_0.jpg,denim dress. the dress is blue in color and has a long sleeve design. the dress is made of denim material and has a front button closure. the dress also features a front pocket and a high waistline.,75142272_0,75142272
images/75277593_0.jpg,black and white dress with a zebra print design. the dress has a sleeveless style and a flowy silhouette. the zebra print is abstract and features black and white stripes.,75277593_0,75277593
images/75411789_0.jpg,blue jean dress with a front buttoned pocket and a belt at the waist. the dress has a loose fit and is made of denim material.,75411789_0,75411789
images/75424125_0.jpg,"blue and green printed blouse with a v-neckline and long sleeves. the blouse has a boxy fit and is made of a lightweight material. the print features a mix of blue, green, and purple colors, with a geometric pattern that includes diamonds and triangles. the blouse is styled with a front button placket and a front pocket.",75424125_0,75424125
images/75473470_0.jpg,black dress.,75473470_0,75473470
images/75474739_0.jpg,green dress with a knit texture. the dress has a v-neckline and long sleeves. the dress is made of a stretchy material and has a loose fit.,75474739_0,75474739
images/75479571_0.jpg,red dress with a wrap style. the dress has a deep v-neckline and a short sleeve. the dress is made of a stretchy material and has a flowy fit. the dress is styled with a belt at the waist and a short hemline.,75479571_0,75479571
images/75492394_0.jpg,red dress with a draped neckline and a flowing skirt. the dress is made of a shiny material and has a fitted bodice with a ruffled skirt.,75492394_0,75492394
images/76040152_0.jpg,dress. the dress is floral and has a colorful print. it is a sleeveless dress with a fitted bodice and a full skirt. the dress is worn by a woman who is standing in front of a wall.,76040152_0,76040152
images/76182637_2.jpg,black knit crocheted top. the top is sleeveless and has a v-neckline. the crocheted top is made of a stretchy material and is designed to be worn over a bathing suit.,76182637_2,76182637
images/76184747_0.jpg,"denim dress with a pattern of small white stars on a blue background. the dress has a square neckline, short sleeves, and a back zipper closure. the dress is made of denim material and has a loose fit.",76184747_0,76184747
images/76229959_3.jpg,"black and white dress with a floral print. the dress has a keyhole neckline and a flowy design. the dress is made of a lightweight material, possibly chiffon or silk. the dress is a summer style and is suitable for a casual or formal occasion.",76229959_3,76229959
images/76229961_0.jpg,white and gold dress with a floral print. the dress has a bohemian style and features a gold chain detail. the dress is worn by a woman who is standing in front of a white background.,76229961_0,76229961
images/76240042_0.jpg,plaid shirt dress with long sleeves and a black and white floral pattern. the dress has a black collar and a black button on the cuff. the sleeves have a black and white checkered pattern and the dress has a black and white floral print. the dress is long-sleeved and has a black and white plaid pattern.,76240042_0,76240042
images/76318958_0.jpg,brown and orange floral dress with a high neck and long sleeves. the dress has a brown and orange floral print and is made of a stretchy material. the dress is a vintage style and is worn by a mannequin.,76318958_0,76318958
images/76319224_3.jpg,black hooded sweatshirt. the sweatshirt has a drawstring hood and long sleeves. the sweatshirt is made of a soft material and has a loose fit. the hood is pulled up over the head and the sweatshirt is worn over a white shirt.,76319224_3,76319224
images/76370348_0.jpg,"blue denim dress with lace-up details on the front. the dress has a v-neckline and long sleeves with lace-up details on the cuffs. the dress also has a front pocket and a lace-up detail on the back. the dress is tied at the waist with a drawstring, and the lace-up details are made of white lace. the dress is a casual style and is made of denim material.",76370348_0,76370348
images/76382582_0.jpg,"striped dress with a black and white color scheme. the dress has a v-neckline and a short, fitted bodice with a longer skirt. the stripes are vertical and the dress is made of a lightweight material, possibly cotton or linen. the dress is styled in a fashionable and trendy manner, making it a popular choice for summer wear.",76382582_0,76382582
images/76641555_0.jpg,red dress with a high neckline and a low back. the dress is made of a stretchy material and has a fitted bodice with a wide waistband. the dress is a bright red color and has a simple design with no prints or patterns.,76641555_0,76641555
images/76862466_0.jpg,"green and blue dress with a dinosaur print. the dress has a v-neckline, short sleeves, and a fitted bodice. the skirt is pleated and has a ruffled hemline.",76862466_0,76862466
images/77698134_0.jpg,striped shirt with black and blue stripes. the shirt has a loose fit and features a collar. the stripes are vertical and the shirt has a button-down style.,77698134_0,77698134
images/77705847_0.jpg,blue and white dress with a striped pattern. the dress has a v-neckline and a flowy fit. the material appears to be a lightweight cotton or linen blend. the dress is designed to be worn as a summer dress and is suitable for casual wear.,77705847_0,77705847
images/77710765_0.jpg,"black v-neck top with a loose fit. the top is made of a soft, stretchy material and has short sleeves. the v-neck is slightly scooped and the top is loose fitting, giving it a relaxed and comfortable look.",77710765_0,77710765
images/77711173_0.jpg,denim dress with a front button placket and a belted waist. the dress has a loose fit and is light blue in color.,77711173_0,77711173
images/77719284_0.jpg,pink dress. the dress is made of a flowy material and has a halter neckline. the dress is floor-length and has a flowy skirt.,77719284_0,77719284
images/77864613_0.jpg,"floral print two piece dress. the top is black and white with a black floral print, while the skirt is a bright blue with a black floral print. the dress is worn by a woman who is standing and smiling.",77864613_0,77864613
images/77875713_1.jpg,black lace dress with a black mesh overlay. the dress has a keyhole cutout at the neckline and a fitted bodice with a flared skirt. the lace is intricate and the dress has a sleek and modern look.,77875713_1,77875713
images/77880431_0.jpg,white dress with a lace overlay. the dress has a v-neckline and short sleeves. the dress is worn by a woman who is standing and smiling.,77880431_0,77880431
images/77951526_0.jpg,"black and white dress with birds on it. the dress has a fitted bodice, a full skirt, and a belted waist. the dress is made of a lightweight material and has a feminine fashion style.",77951526_0,77951526
images/77952654_0.jpg,"striped dress with a collared shirt style top and a full skirt. the stripes are black and white, and the dress has a button-up front. the dress is short and fits close to the body.",77952654_0,77952654
images/77978326_0.jpg,"grey sweatshirt with a tiger head on the front. the sweatshirt is made of cotton and has a loose fit. the tiger head is colored in pink, blue, and yellow.",77978326_0,77978326
images/78279337_0.jpg,black and white polka dot dress with a halter neckline and a front slit. the dress is made of a stretchy material and has a fitted bodice with a flared skirt. the dress is designed to be worn with a belt around the waist to accentuate the waistline.,78279337_0,78279337
images/78387450_0.jpg,"floral print dress with a v-neckline and a flowing skirt. the dress is made of a lightweight material and has a floral print with a mix of white, green, and orange colors. the v-neckline is accentuated with a black trim, and the skirt is flowing and has a floral print that complements the v-neckline. the dress is a summer style and is suitable for a casual or semi-formal occasion.",78387450_0,78387450
images/78487378_0.jpg,brown sweater with a pink side slit. the sweater has a loose fit and is made of a soft material. it is a fashionable piece that can be worn with leggings or jeans.,78487378_0,78487378
